-0.961444,-80.73478
-0.982363,-80.711902
-0.982254,-80.712377
-0.95206294,-80.71157695
0.612822,-80.020938
-0.953881,-80.708898
0.611902,-80.022247
0.612181,-80.022537
0.612237,-80.022306
0.612452,-80.022258
0.612388,-80.022022
-0.952316257,-80.71153199
-0.956562,-80.711357
0.612361,-80.021963
-0.952551424,-80.71082192
0.61309,-80.021228
0.612886,-80.021201
0.612865,-80.021147
0.613125,-80.02112
0.613187,-80.02112
0.612881,-80.020986
0.613176,-80.021169
0.613278,-80.021029
-0.954176,-80.708895
0.612822,-80.020723
0.612801,-80.020707
0.612677,-80.020648
-0.954237,-80.70933
0.612645,-80.020616
-0.954074,-80.709797
-0.954074,-80.709797
-0.95533792,-80.71042623
-0.953881,-80.708898
-0.954409,-80.708887
-0.95374,-80.709393
-0.954297415,-80.70948259
-0.955998,-80.71119
-0.954994,-80.710318
-0.954741,-80.711073
-0.955085,-80.711289
0.612329,-80.020273
-0.95644172,-80.71095642
0.612463,-80.020375
0.612495,-80.020418
0.612876,-80.020627
0.612919,-80.020643
-0.952425,-80.710364
0.612948,-80.021018
0.613503,-80.020568
0.613514,-80.019956
0.613557,-80.020031
0.613734,-80.019811
0.613455,-80.019886
0.613385,-80.020074
0.611942,-80.020241
0.612393,-80.020487
0.611741,-80.022537
-0.953166,-80.711757
-0.953188,-80.71165
-0.954936,-80.710545
-0.954904,-80.710534
0.615043,-80.022177
-0.954793,-80.71136
0.61758,-80.025187
-0.957829,-80.709021
-0.954857,-80.710534
-0.952474,-80.711682
-0.95372,-80.708807
0.613938,-80.021029
-0.954936,-80.710534
-0.954975,-80.710577
0.615048,-80.021217
0.61507,-80.021201
0.614641,-80.021308
0.611792,-80.020123
0.611366,-80.02068
0.611516,-80.02082
-0.954883,-80.710512
-0.958344,-80.708892
-0.955748,-80.70945
-0.954738,-80.711403
0.615805,-80.022429
0.610953,-80.017977
0.610824,-80.018148
0.610824,-80.017934
0.607976,-80.01493
0.607992,-80.016046
0.608378,-80.016561
0.610937,-80.016325
0.60885,-80.017591
0.608378,-80.016775
0.607992,-80.017033
0.608335,-80.017333
0.611084,-80.016121
-0.955597,-80.713183
0.610714,-80.022402
-0.955225,-80.713156
-0.951963351,-80.71074108
-0.952714354,-80.71177462
0.607949,-80.017033
0.609416,-80.023121
0.617081,-80.024505
0.61456,-80.021646
0.609322,-80.024285
0.960146,-79.652376
0.60932,-80.0244342
-0.600846606,-80.42450294
-0.600819465,-80.42450294
-0.600864701,-80.42452091
-0.9566,-80.72
0.614978,-80.022081
-0.600222332,-80.42411658
-0.600222332,-80.42411658
-0.9524,-80.7104
-0.952617,-80.72773
-0.951699,-80.710391
-0.952321,-80.710732
-0.053042237,-79.44466487
-0.052363965,-79.44538354
-0.053349715,-79.44414385
-0.040571704,-79.49453072
-0.050039663,-79.44414393
-0.049714103,-79.44493445
-0.432328899,-79.07592739
-0.049388523,-79.44488954
-0.049478961,-79.44486259
-0.062963246,-79.44120613
-0.048728291,-79.44362294
-0.061109407,-79.44630856
-0.275493144,-78.96235792
-0.049831664,-79.44456614
-0.049469914,-79.44475479
-0.276298559,-79.07432498
-0.092405162,-79.53939212
-0.061516383,-79.44635346
-0.092875321,-79.53597839
-0.048583608,-79.444423
-0.09824761,-79.53618478
-0.069310973,-79.40977446
-0.092016485,-79.54487206
-0.049008647,-79.44344327
-0.062568435,-79.54914022
-0.054434978,-79.44416179
-0.061872041,-79.54977807
-0.054516374,-79.44419772
-0.067081479,-79.54715474
-0.056117146,-79.44456598
-0.056279936,-79.44456598
-0.056243758,-79.44449411
-0.056216629,-79.44458394
-0.056180462,-79.44488039
-0.057121017,-79.44465579
-0.077012284,-79.55235587
-0.055411681,-79.44290413
-0.077030403,-79.55325422
-0.08225967,-79.36331487
-0.057175239,-79.44314663
-0.058143019,-79.44631763
-0.093562603,-79.53406488
-0.058224415,-79.44636254
-0.083471449,-79.36212012
-0.095922894,-79.52818962
-0.097416806,-79.36804809
-0.975363,-80.70543
-0.068748305,-79.35241039
-0.097812938,-79.52375173
-0.050553559,-79.37903571
-0.09477277,-79.4933163
-0.094809017,-79.49494228
-0.073280549,-79.39275177
-0.094601025,-79.49544535
-0.072041593,-79.39336265
-0.088994162,-79.50675557
-0.092358601,-79.50735732
-0.072168194,-79.39309316
-0.975288,-80.704406
-0.090169974,-79.50860609
-0.090377995,-79.50874981
-0.090902616,-79.51023204
-0.071064885,-79.39349743
-0.090947835,-79.51017814
-0.096627697,-79.51347479
-0.089710784,-79.34719963
-0.941556,-80.731576
-0.976073,-80.70575
-0.976284,-80.705625
-0.068094066,-79.53492821
-0.088010791,-79.35102631
-0.089609735,-79.52076959
-0.069416863,-79.33378941
-0.090043497,-79.51202875
-0.09048671,-79.5132325
-0.063564347,-79.5863771
-0.063682,-79.58618844
-0.06385375,-79.58567637
-0.063211581,-79.58520025
0.614582,-80.024135
-0.23719,-79.166949
-0.045971357,-79.51076345
-0.061176508,-79.58239741
-0.953784704,-80.70124329
-0.06366379,-79.58473309
-0.051336498,-79.59713983
-0.047248452,-79.60014945
-0.04729366,-79.59943076
-0.048820651,-79.52836182
-0.05004,-79.4421
-0.05007,-79.44417
-0.04984,-79.44447
-0.9552,-80.7132
-0.954791665,-80.7104187
-0.954583347,-80.71051788
-0.652672034,-79.34479539
-0.601543331,-80.42561723
-0.656100115,-79.34668972
-0.601335274,-80.42581496
-0.597001678,-80.42432361
-0.597454031,-80.4244314
-0.9565,-80.7149
-0.431316885,-79.43115581
-0.9568,-80.7134
-0.9569,-80.7141
-0.424958162,-79.42659361
-0.601,-80.424
0.61448,-80.020997
0.614775,-80.021222
0.614812,-80.021362
0.611827,-80.020133
0.611942,-80.020219
0.611312,-80.02008
-0.955433,-80.713211
0.611728,-80.019608
0.611122,-80.020498
-0.954228,-80.713136
0.611277,-80.020611
-0.954017,-80.713267
-0.058323891,-79.44612898
-0.300432833,-79.3551378
-0.609386513,-79.2477219
-0.058224409,-79.44612
-0.057175315,-79.44594935
-0.029854524,-79.49777385
-0.030143931,-79.49751333
-0.058305744,-79.44398202
-0.058197224,-79.44419762
-0.036203448,-79.49632745
-0.112356291,-79.36074436
-0.063994202,-79.43979576
-0.039432148,-79.49436006
-0.112365343,-79.36089707
-0.057473717,-79.44427849
-0.039486414,-79.49444989
-0.056560299,-79.44469173
-0.952714,-80.71146
-0.128592856,-79.41588004
-0.107567954,-79.45030419
-0.039368833,-79.49400971
-0.267610891,-79.39880813
-0.954417,-80.713222
-0.040879173,-79.49295864
-0.526688543,-79.12361234
-0.129604486,-79.39587503
-0.043221587,-79.49303944
-0.107567797,-79.44723197
-0.582556591,-79.16466095
